year,week,outbreak_starting_date,reporting_date,state,district,disease_illness_name,status,cases,deaths,unit,note
2024,32,2024-08-07,2024-08-07,Madhya Pradesh,Chhindwara,Acute Diarrheal Disease,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-06,2024-08-06,Madhya Pradesh,Sheopur,Acute Diarrheal Disease,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-06,2024-08-06,Madhya Pradesh,Vidisha,Acute Diarrheal Disease,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-06,2024-08-06,Madhya Pradesh,Sehore,Malaria,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-06,2024-08-06,Madhya Pradesh,Rewa,Acute Diarrheal Disease,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-06,2024-08-06,Madhya Pradesh,Gwalior,Cholera,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-06,2024-08-06,Madhya Pradesh,Chhatarpur,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-05,2024-08-05,Madhya Pradesh,Anuppur,Acute Diarrheal Disease,Reported in Same Week,40,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-05,2024-08-05,Madhya Pradesh,Harda,Cholera,Reported in Same Week,28,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-05,2024-08-05,Madhya Pradesh,Singrauli,Acute Diarrheal Disease,Reported in Same Week,94,1,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-05,2024-08-05,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,41,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-05,2024-08-05,Madhya Pradesh,East Nimar,Acute Diarrheal Disease,Reported in Same Week,50,2,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-04,2024-08-04,Madhya Pradesh,Shivpuri,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-04,2024-08-04,Madhya Pradesh,Singrauli,Acute Diarrheal Disease,Reported in Same Week,7,3,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-04,2024-08-04,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,33,1,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-03,2024-08-03,Madhya Pradesh,Ujjain,Acute Diarrheal Disease,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-03,2024-08-03,Madhya Pradesh,Anuppur,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-08,2024-08-08,Maharashtra,Ahmednagar,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-06,2024-08-06,Maharashtra,Palghar,Acute Diarrheal Disease,Reported in Same Week,249,1,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-05,2024-08-05,Maharashtra,Amravati,Acute Gastroenteritis,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-05,2024-08-05,Maharashtra,Bhandara,Chickenpox,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-03,2024-08-03,Maharashtra,Pune,Zika Virus,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-02,2024-08-02,Meghalaya,West Khasi Hills,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-10,2024-08-10,Odisha,Kalahandi,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-09,2024-08-09,Odisha,Malkangiri,Acute Diarrheal Disease,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-08,2024-08-08,Odisha,Baleshwar,Food Poisoning,Reported in Same Week,112,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-08,2024-08-08,Odisha,Balangir,Acute Diarrheal Disease,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-05,2024-08-05,Odisha,Kalahandi,Acute Diarrheal Disease,Reported in Same Week,38,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-05,2024-08-05,Odisha,Malkangiri,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-05,2024-08-05,Puducherry,Pondicherry,Typhoid,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-03,2024-08-03,Punjab,Jalandhar,Acute Diarrheal Disease,Reported in Same Week,5,1,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-10,2024-08-10,Tamil Nadu,Sivaganga,Dengue and Chikungunya,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-09,2024-08-09,Tamil Nadu,Tiruchirappalli,Hepatitis A,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-08,2024-08-08,Tamil Nadu,The Nilgiris,Mumps,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-08,2024-08-08,Tamil Nadu,"Ramanathapura
m",Mumps,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-07,2024-08-07,Tamil Nadu,Ariyalur,Hepatitis A,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-07,2024-08-07,Tamil Nadu,Dharmapuri,Mumps,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-06,2024-08-06,Tamil Nadu,Sivaganga,Mumps,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-06,2024-08-06,Tamil Nadu,Dindigul,Mumps,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-06,2024-08-06,Tamil Nadu,Pudukkottai,Hepatitis A,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-05,2024-08-05,Tamil Nadu,Tiruchirappalli,Acute Diarrheal Disease,Reported in Same Week,59,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-04,2024-08-04,Tamil Nadu,Villupuram,Acute Diarrheal Disease,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-07,2024-08-07,Uttar Pradesh,Chandauli,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-05,2024-08-05,Uttar Pradesh,Deoria,Food Poisoning,Reported in Same Week,62,1,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-01,2024-08-01,Uttar Pradesh,Lalitpur,Acute Diarrheal Disease,Reported in Same Week,21,1,"cases in absolute number, deaths in absolute number",
2024,32,2024-08-02,2024-08-02,West Bengal,Medinipur West,Food Poisoning,Reported in Same Week,45,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-01,2024-08-01,Andhra Pradesh,Vizianagaram,Acute Diarrheal Disease,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-02,2024-08-02,Bihar,Jehanabad,Acute Diarrheal Disease,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-02,2024-08-02,Bihar,Lakhisarai,Acute Diarrheal Disease,Reported in Same Week,34,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-01,2024-08-01,Bihar,Jehanabad,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-29,2024-07-29,Bihar,Gaya,Acute Diarrheal Disease,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-27,2024-07-27,Bihar,Gaya,Acute Diarrheal Disease,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-27,2024-07-27,Bihar,Samastipur,Acute Diarrheal Disease,Reported in Same Week,12,2,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-02,2024-08-02,Chhattisgarh,Bilaspur,Acute Diarrheal Disease,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-01,2024-08-01,Chhattisgarh,Kabirdham,Acute Diarrheal Disease,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-01,2024-08-01,Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,Reported in Same Week,44,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-31,2024-07-31,Chhattisgarh,Balod,Acute Diarrheal Disease,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-31,2024-07-31,Chhattisgarh,Durg,Acute Diarrheal Disease,Reported in Same Week,178,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-30,2024-07-30,Chhattisgarh,Jashpur,Malaria,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-29,2024-07-29,Chhattisgarh,Raipur,Acute Diarrheal Disease,Reported in Same Week,50,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-28,2024-07-28,Chhattisgarh,Khairgarh Chhuikhadan Gandai,Acute Diarrheal Disease,Reported in Same Week,127,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-27,2024-07-27,Chhattisgarh,Balod,Acute Diarrheal Disease,Reported in Same Week,61,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-26,2024-07-26,Chhattisgarh,Mohla Manpur Ambagarh Chouki,Acute Diarrheal Disease,Reported in Same Week,96,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-04,2024-08-04,Gujarat,Anand,Cholera,Reported in Same Week,375,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-27,2024-07-27,Gujarat,Kheda,Acute Diarrheal Disease,Reported in Same Week,93,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-02,2024-08-02,Jammu and Kashmir,Udhampur,Cholera,Reported in Same Week,173,2,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-30,2024-07-30,Jammu and Kashmir,Samba,Typhoid,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-30,2024-07-30,Jharkhand,Hazaribagh,Acute Diarrheal Disease,Reported in Same Week,45,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-30,2024-07-30,Jharkhand,West Singhbhum,Malaria,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-30,2024-07-30,Karnataka,Chikkamagaluru,Acute Diarrheal Disease,Reported in Same Week,45,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-30,2024-07-30,Karnataka,Raichur,Acute Diarrheal Disease,Reported in Same Week,52,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-29,2024-07-29,Karnataka,Chikkamagaluru,Acute Diarrheal Disease,Reported in Same Week,64,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-30,2024-07-30,Kerala,Kollam,Mumps,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-29,2024-07-29,Kerala,Kannur,Hepatitis A,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-03,2024-08-03,Madhya Pradesh,Shajapur,Acute Diarrheal Disease,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-02,2024-08-02,Madhya Pradesh,Bhopal,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-01,2024-08-01,Madhya Pradesh,Alirajpur,Dengue,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-01,2024-08-01,Madhya Pradesh,Ashoknagar,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-01,2024-08-01,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-31,2024-07-31,Madhya Pradesh,Harda,Acute Diarrheal Disease,Reported in Same Week,23,1,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-31,2024-07-31,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-31,2024-07-31,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,28,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-30,2024-07-30,Madhya Pradesh,Singrauli,Acute Diarrheal Disease,Reported in Same Week,74,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-29,2024-07-29,Madhya Pradesh,Singrauli,Acute Diarrheal Disease,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-29,2024-07-29,Madhya Pradesh,Chhatarpur,Acute Diarrheal Disease,Reported in Same Week,4,2,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-29,2024-07-29,Madhya Pradesh,Harda,Acute Diarrheal Disease,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-29,2024-07-29,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,38,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-26,2024-07-26,Madhya Pradesh,Singrauli,Leptospirosis,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-26,2024-07-26,Madhya Pradesh,Hoshangabad,Acute Diarrheal Disease,Reported in Same Week,93,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-30,2024-07-30,Maharashtra,Pune,Zika Virus,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-30,2024-07-30,Maharashtra,Chandrapur,Malaria,Reported in Same Week,2,1,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-30,2024-07-30,Maharashtra,Parbhani,Chikungunya,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-30,2024-07-30,Maharashtra,Washim,Chikungunya,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-29,2024-07-29,Maharashtra,Nagpur,Dengue,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-29,2024-07-29,Maharashtra,Dhule,Dengue,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-29,2024-07-29,Maharashtra,Dhule,Dengue,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-28,2024-07-28,Maharashtra,Satara,Acute Diarrheal Disease,Reported in Same Week,16,1,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-27,2024-07-27,Maharashtra,Amravati,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-27,2024-07-27,Maharashtra,Solapur,Zika Virus,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-31,2024-07-31,Mizoram,Aizawl,Mumps,Reported in Same Week,40,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-03,2024-08-03,Odisha,Balangir,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-02,2024-08-02,Odisha,Koraput,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-31,2024-07-31,Odisha,Kandhamal,Acute Diarrheal Disease,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-31,2024-07-31,Odisha,Balangir,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-30,2024-07-30,Odisha,Ganjam,Acute Diarrheal Disease,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-28,2024-07-28,Odisha,Ganjam,Cholera,Reported in Same Week,33,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-27,2024-07-27,Odisha,Koraput,Shigellosis,Reported in Same Week,23,2,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-26,2024-07-26,Punjab,Kapurthala,Cholera,Reported in Same Week,213,1,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-29,2024-07-29,Rajasthan,Baran,Acute Diarrheal Disease,Reported in Same Week,152,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-02,2024-08-02,Tamil Nadu,Tiruchirappalli,Mumps,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-02,2024-08-02,Tamil Nadu,Tiruvannamalai,Mumps,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-01,2024-08-01,Tamil Nadu,Tuticorin,Mumps,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-31,2024-07-31,Tamil Nadu,Salem,Mumps,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-29,2024-07-29,Tamil Nadu,Tiruchirappalli,Hepatitis A,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-08-02,2024-08-02,Uttar Pradesh,Sonbhadra,Acute Diarrheal Disease,Reported in Same Week,15,1,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-31,2024-07-31,Uttar Pradesh,Lalitpur,Acute Diarrheal Disease,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-30,2024-07-30,Uttar Pradesh,Fatehpur,Acute Diarrheal Disease,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-28,2024-07-28,Uttar Pradesh,Meerut,Acute Diarrheal Disease,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-28,2024-07-28,Uttar Pradesh,Kaushambi,Acute Diarrheal Disease,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-28,2024-07-28,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,Reported in Same Week,32,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-27,2024-07-27,Uttar Pradesh,Chandauli,Acute Diarrheal Disease,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-27,2024-07-27,Uttar Pradesh,Lalitpur,Acute Diarrheal Disease,Reported in Same Week,20,1,"cases in absolute number, deaths in absolute number",
2024,31,2024-07-27,2024-07-27,West Bengal,Purba Bardhaman,Acute Diarrheal Disease,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-18,2024-07-18,Andhra Pradesh,Bapatla,Typhoid,Reported in Same Week,38,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-12,2024-07-12,Andhra Pradesh,Tirupati,Cholera,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-26,2024-07-26,Assam,Kokrajhar,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-25,2024-07-25,Assam,Kokrajhar,Leptospirosis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-24,2024-07-24,Assam,Bongaigaon,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-24,2024-07-24,Assam,Karbi Anglong,Acute Encephalitic Syndrome,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-22,2024-07-22,Assam,Goalpara,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-22,2024-07-22,Assam,Karbi Anglong,Acute Encephalitic Syndrome,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-19,2024-07-19,Assam,Goalpara,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-17,2024-07-17,Assam,Darrang,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-11,2024-07-11,Assam,Darrang,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-26,2024-07-26,Bihar,Bhojpur,Measles,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-25,2024-07-25,Bihar,Gopalganj,Measles,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-22,2024-07-22,Bihar,Purbi Champaran,Measles,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-21,2024-07-21,Bihar,Gaya,Acute Diarrheal Disease,Reported in Same Week,56,2,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-21,2024-07-21,Bihar,Jehanabad,Acute Diarrheal Disease,Reported in Same Week,25,1,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-25,2024-07-25,Chhattisgarh,Sarangarh Bilaigarh,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-25,2024-07-25,Chhattisgarh,Bijapur,Rubella,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-24,2024-07-24,Chhattisgarh,Janjgir-Champa,Acute Diarrheal Disease,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-23,2024-07-23,Chhattisgarh,Baloda Bazar,Acute Gastroenteritis,Reported in Same Week,59,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-23,2024-07-23,Chhattisgarh,Kabirdham,Acute Diarrheal Disease,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-23,2024-07-23,Chhattisgarh,Surguja,Malaria,Reported in Same Week,33,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-23,2024-07-23,Chhattisgarh,Raipur,Acute Diarrheal Disease,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-22,2024-07-22,Chhattisgarh,Mahasamund,Acute Diarrheal Disease,Reported in Same Week,84,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-22,2024-07-22,Chhattisgarh,Bemetara,Acute Diarrheal Disease,Reported in Same Week,60,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-21,2024-07-21,Chhattisgarh,Durg,Acute Diarrheal Disease,Reported in Same Week,130,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-20,2024-07-20,Chhattisgarh,Janjgir-Champa,Acute Diarrheal Disease,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-19,2024-07-19,Chhattisgarh,Korba,Malaria,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-19,2024-07-19,Chhattisgarh,Korba,Malaria,Reported in Same Week,67,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-19,2024-07-19,Chhattisgarh,Korba,Malaria,Reported in Same Week,42,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-27,2024-07-27,Gujarat,Valsad,Acute Diarrheal Disease,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-25,2024-07-25,Gujarat,Tapi,Acute Diarrheal Disease,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-08,2024-07-08,Himachal Pradesh,Sirmaur,Dengue,Reported in Same Week,156,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-26,2024-07-26,Jammu and Kashmir,Anantnag,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-25,2024-07-25,Jammu and Kashmir,Anantnag,Acute Diarrheal Disease,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-25,2024-07-25,Jammu and Kashmir,Pulwama,Food Poisoning,Reported in Same Week,208,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-23,2024-07-23,Jammu and Kashmir,Bandipora,Chickenpox,Reported in Same Week,59,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-21,2024-07-21,Jammu and Kashmir,Kulgam,Acute Diarrheal Disease,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-20,2024-07-20,Jammu and Kashmir,Ganderbal,Acute Diarrheal Disease,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-26,2024-07-26,Jharkhand,East Singhbhum,Malaria,Reported in Same Week,49,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-25,2024-07-25,Jharkhand,West Singhbhum,Food Poisoning,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-24,2024-07-24,Jharkhand,Deoghar,Food Poisoning,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-24,2024-07-24,Jharkhand,Garhwa,Acute Diarrheal Disease,Reported in Same Week,72,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-23,2024-07-23,Jharkhand,Dumka,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-14,2024-07-14,Jharkhand,Sahebganj,Acute Diarrheal Disease,Reported in Same Week,31,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-25,2024-07-25,Karnataka,Yadgir,Acute Diarrheal Disease,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-27,2024-07-27,Kerala,Wayanad,Acute Gastroenteritis,Reported in Same Week,223,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-26,2024-07-26,Kerala,Malappuram,Hepatitis A,Reported in Same Week,59,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-25,2024-07-25,Kerala,Wayanad,Mumps,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-25,2024-07-25,Kerala,Wayanad,Mumps,Reported in Same Week,117,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-23,2024-07-23,Kerala,Ernakulam,ARI Influenza Like Illness(ILI),Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-23,2024-07-23,Kerala,Kozhikode,Hepatitis A,Reported in Same Week,29,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-20,2024-07-20,Kerala,Malappuram,Nipah Virus,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-19,2024-07-19,Kerala,Idukki,Mumps,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-27,2024-07-27,Madhya Pradesh,Guna,Acute Diarrheal Disease,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-27,2024-07-27,Madhya Pradesh,Ashoknagar,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-27,2024-07-27,Madhya Pradesh,Mandsaur,Dengue,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-27,2024-07-27,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,40,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-26,2024-07-26,Madhya Pradesh,Barwani,Cholera,Reported in Same Week,45,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-26,2024-07-26,Madhya Pradesh,Raisen,Acute Diarrheal Disease,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,30,2024-07-26,2024-07-26,Madhya Pradesh,Sehore,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
